age,weight,height,goal,straight bench press,decline bench press,dumbell flyes,front barbell press,side laterals,rear delt flyes,face pull,dumbell shrugs,deadlift,bent over barbell rows,T bar rows,front cable pull down,back cable pull down,barbell curls,hammer curls,ez bar curls,preacher curls,tricep dips,double hand overhead dumbell press,skullcrusher,squat,dumbell lunges,leg press,lying leg curl
37,59,4.7,1,4.12,4.8,4.8,5.6,5.6,4.8,3.15,3.15,4.12,4.8,4.12,5.6,4.8,3.15,3.15,3.15,4.8,4.8,4.12,4.8,5.6,5.6,3.15,4.12
23,80,4.1,0,4.8,5.6,4.12,5.6,4.8,3.15,3.15,5.6,4.12,3.15,4.12,4.8,4.12,4.12,4.12,4.12,5.6,3.15,4.12,3.15,5.6,4.8,5.6,3.15
20,70,5.8,0,4.12,4.12,4.12,4.6,4.12,4.12,4.6,4.6,4.12,3.12,3.15,4.6,3.15,3.12,4.12,3.15,3.12,3.12,3.12,3.12,3.15,4.6,4.6,3.12
23,67,5.12,0,3.12,3.15,4.12,3.12,3.12,3.12,4.6,3.12,4.12,4.12,4.12,3.12,4.6,3.15,4.12,3.15,3.12,3.12,4.12,4.6,3.12,3.12,4.6,3.15
34,63,4.5,1,3.15,4.8,4.8,5.6,5.6,4.8,3.15,4.12,4.8,4.8,5.6,4.8,4.12,4.12,3.15,4.8,5.6,3.15,4.12,4.8,4.12,4.8,3.15,5.6
20,78,5.6,0,3.12,3.12,3.15,4.6,3.12,3.15,4.12,4.6,3.12,4.12,3.15,3.15,3.12,3.12,4.12,4.6,3.15,3.15,4.6,3.15,4.12,3.15,3.15,4.6
28,72,4.8,0,4.12,3.12,4.6,4.6,4.12,4.12,4.12,3.12,3.12,3.12,3.12,4.6,4.12,4.6,3.15,3.12,3.15,4.12,4.12,4.12,3.12,4.6,3.12,4.6
31,98,5.8,0,3.15,4.6,4.12,4.12,4.12,4.6,4.6,3.12,4.12,3.12,3.12,3.15,4.6,4.12,4.6,3.12,4.12,4.12,3.15,3.12,3.15,3.15,3.12,3.15
33,78,4.6,0,3.12,4.6,4.6,3.12,4.6,3.15,4.6,4.6,3.15,4.12,3.15,3.12,4.12,3.15,4.6,3.15,3.12,3.15,3.12,3.12,4.6,3.12,3.15,3.15
20,83,4.12,0,4.8,4.8,4.8,4.12,4.8,4.12,3.15,3.15,3.15,4.8,3.15,4.12,4.12,5.6,5.6,4.12,4.12,5.6,3.15,4.8,5.6,4.12,3.15,5.6
19,51,5.8,1,3.15,3.15,4.12,3.12,3.15,3.15,3.12,4.12,4.12,3.15,3.12,3.12,3.12,3.15,4.6,4.12,4.12,3.12,3.15,4.6,3.15,3.12,3.12,4.12
31,81,5.11,0,3.12,4.6,4.6,3.12,4.12,4.12,4.6,4.6,4.12,4.6,4.12,3.12,4.6,3.15,3.12,3.12,3.15,4.12,4.6,4.6,3.12,3.12,3.15,3.15
24,80,4.11,0,4.12,3.15,4.12,4.12,3.12,3.15,3.12,3.15,4.6,3.15,4.6,4.12,3.15,3.12,3.15,3.12,3.15,4.12,3.12,4.6,4.6,4.12,3.15,3.12
22,67,5.5,0,3.12,4.12,4.12,3.12,3.12,4.6,4.6,4.12,4.6,4.12,4.6,4.6,3.12,4.12,3.15,3.12,3.15,4.12,3.12,4.12,3.15,4.6,4.12,3.15
36,51,4.8,1,3.12,4.12,3.15,4.6,4.12,4.6,3.12,3.12,4.6,4.6,4.6,3.15,3.12,3.15,4.12,4.12,3.12,3.15,3.15,4.12,4.6,3.15,4.12,3.12
32,50,4.1,1,3.12,3.15,4.6,4.12,3.12,3.15,4.6,4.12,3.12,4.6,4.12,3.12,4.12,4.6,3.15,3.12,3.15,3.15,3.15,3.15,4.12,3.12,4.6,4.12
30,87,5.4,0,4.12,3.12,4.6,4.6,3.15,4.6,4.6,3.12,3.15,4.6,4.12,4.12,3.15,4.6,4.12,3.12,4.6,3.15,4.12,4.12,4.12,4.12,4.6,3.15
24,93,5.4,0,4.6,3.12,4.6,4.12,3.15,4.6,3.12,4.12,4.6,3.12,3.12,3.15,3.12,3.12,3.12,4.6,4.6,3.15,4.6,4.12,3.12,3.15,4.6,4.12
40,70,5.11,0,3.15,3.15,4.6,4.6,4.6,3.12,4.6,4.6,4.12,3.12,3.15,4.6,4.6,4.6,4.12,3.12,3.12,3.12,4.12,3.15,3.12,4.6,4.12,3.15
23,56,4.9,1,5.6,4.12,3.15,3.15,4.8,4.12,3.15,4.12,4.12,4.12,4.8,5.6,4.12,5.6,5.6,5.6,3.15,4.12,3.15,4.12,3.15,5.6,4.8,4.12
23,68,5.2,0,3.15,4.6,4.6,3.15,3.12,4.6,3.12,4.6,4.6,4.6,3.12,4.12,4.6,3.15,4.6,4.6,4.12,3.12,4.12,4.12,3.12,4.12,4.6,3.15
39,80,4.5,0,3.12,3.12,4.12,3.12,3.12,3.12,3.12,4.12,4.12,3.12,4.12,3.12,3.12,3.15,3.12,4.6,4.6,3.15,3.15,4.12,3.15,3.12,4.12,3.15
32,95,5,0,3.12,4.12,3.12,3.12,4.6,3.12,3.12,4.6,3.15,3.15,4.6,4.12,4.6,4.12,3.15,4.6,3.12,4.12,3.12,3.12,4.12,4.12,4.6,3.12
30,69,4.6,0,4.12,3.12,4.12,4.12,4.12,3.12,4.12,4.6,4.6,4.12,4.12,4.12,4.12,4.12,3.12,3.15,3.12,3.15,4.6,4.6,3.12,4.12,4.12,4.12
30,50,4.8,1,3.12,4.6,3.12,4.12,4.6,3.15,3.15,3.12,3.12,4.12,4.6,3.12,4.12,3.12,4.6,3.15,4.12,3.15,4.6,3.12,3.12,3.12,4.6,4.6
24,93,5.7,0,3.15,4.12,3.12,3.12,3.15,3.15,3.12,3.12,4.12,3.15,4.12,4.6,4.6,4.6,4.6,4.6,3.15,3.15,3.12,4.6,4.12,4.6,3.12,4.12
21,95,4.6,0,3.12,4.12,4.12,3.15,4.12,3.12,4.6,3.12,4.6,4.6,4.12,4.6,3.12,4.6,4.6,4.6,3.12,4.12,3.12,4.6,3.15,4.6,4.12,3.12
29,70,4.8,0,3.15,4.12,4.12,4.6,3.12,4.12,4.6,4.12,4.12,4.6,3.15,3.12,4.12,3.12,3.15,4.12,3.15,3.15,4.6,4.6,4.6,3.12,3.15,4.12
35,79,4.11,0,5.6,4.12,4.8,3.15,4.12,5.6,4.8,3.15,5.6,3.15,3.15,3.15,4.12,4.8,4.8,4.8,3.15,3.15,3.15,4.12,4.12,3.15,5.6,3.15
21,100,5.1,0,3.15,4.8,4.8,4.8,4.8,4.12,3.15,4.12,4.8,5.6,4.12,4.8,4.8,5.6,4.12,5.6,4.12,3.15,5.6,4.8,5.6,4.8,4.12,4.12
25,88,5.7,0,4.12,3.12,3.12,3.15,4.12,4.12,3.15,4.6,3.15,3.15,3.12,4.12,4.6,3.12,3.15,4.12,3.15,3.15,3.12,3.15,4.12,4.12,4.6,3.15
36,65,5.4,1,4.12,4.6,3.15,3.15,4.12,3.15,3.12,3.15,4.12,3.12,4.6,3.15,4.12,4.6,4.12,4.12,3.12,4.6,3.12,4.12,4.12,3.15,4.6,3.15
40,81,5.1,0,3.15,4.8,3.15,3.15,5.6,4.8,3.15,4.8,3.15,5.6,3.15,4.8,4.12,4.8,4.12,4.8,4.8,3.15,5.6,5.6,3.15,4.8,5.6,3.15
37,100,4.1,0,4.12,4.6,4.12,3.15,3.15,4.12,3.15,3.12,4.6,3.12,4.12,4.12,3.12,4.12,3.12,4.12,3.15,3.12,3.12,3.15,4.12,4.12,4.12,4.6
19,99,5.12,0,5.6,4.8,4.8,3.15,4.8,4.8,4.12,4.8,4.12,3.15,3.15,5.6,4.8,4.12,5.6,3.15,5.6,4.8,4.12,5.6,3.15,5.6,3.15,5.6
36,89,4.9,0,3.15,3.12,4.12,4.12,3.15,3.15,4.12,4.12,3.15,4.12,3.15,3.15,3.15,3.15,3.15,3.15,4.12,3.12,3.15,4.6,4.6,3.15,4.12,4.12
34,62,4.1,1,5.6,5.6,5.6,4.12,3.15,4.12,5.6,4.12,4.8,4.8,4.12,4.8,4.8,4.12,3.15,4.8,3.15,4.8,4.8,4.8,4.12,4.8,4.8,3.15
37,89,4.9,0,4.6,4.6,3.15,3.15,3.15,4.12,3.15,4.12,3.15,4.12,3.15,4.12,3.15,3.15,3.15,4.12,4.6,3.12,4.6,3.12,3.15,4.12,3.15,4.6
21,75,5.3,0,3.15,3.12,3.15,3.12,4.12,4.6,3.15,4.12,3.15,4.6,4.6,3.12,3.15,3.15,4.6,4.6,3.12,4.6,4.12,4.12,3.15,3.12,3.15,4.6
30,62,5.6,1,4.8,4.12,3.15,4.12,4.12,5.6,4.8,4.8,5.6,4.12,5.6,3.15,3.15,4.12,4.12,3.15,5.6,3.15,4.12,3.15,3.15,3.15,4.8,3.15
33,57,5.12,1,3.15,3.15,4.8,4.12,4.8,4.12,4.8,4.12,5.6,3.15,4.8,5.6,4.8,4.12,4.8,3.15,5.6,4.8,5.6,4.8,4.12,5.6,4.12,5.6
38,61,5.11,1,4.6,3.12,4.6,4.12,3.15,3.15,4.12,3.12,3.15,3.12,4.6,4.6,4.12,4.6,3.15,3.15,4.6,3.15,3.12,4.12,3.15,4.6,4.12,3.12
31,88,5.7,0,4.12,4.8,4.12,5.6,3.15,4.8,3.15,4.8,4.8,4.8,3.15,3.15,5.6,4.8,4.12,4.12,4.8,3.15,4.8,5.6,5.6,3.15,4.8,5.6
35,68,5,0,4.12,4.6,3.15,3.15,3.15,3.12,3.15,3.12,4.12,4.12,3.12,3.12,4.12,4.6,4.12,4.12,3.12,3.15,3.15,3.12,3.12,3.12,4.12,4.6
23,52,4.11,1,4.12,3.15,4.6,4.12,3.15,3.15,4.6,4.12,4.6,4.12,3.12,4.6,3.15,4.12,4.12,4.12,4.12,4.12,3.12,4.12,4.12,4.6,3.15,3.12
28,67,4.8,0,3.12,3.15,3.12,3.12,4.12,4.12,3.12,3.12,4.12,3.15,4.12,3.12,4.6,3.15,3.12,3.12,3.12,3.15,3.12,4.6,4.12,3.12,3.12,4.6
35,91,4.5,0,4.6,4.6,4.12,4.12,3.12,3.15,4.6,3.15,3.15,4.6,4.6,3.15,4.6,3.15,4.12,3.12,3.12,3.15,3.15,4.6,4.12,3.15,4.12,4.12
21,76,5.4,0,3.12,4.6,3.12,3.15,3.15,4.6,3.12,3.12,3.15,3.12,4.6,4.12,4.6,3.15,4.12,3.15,4.6,3.15,4.12,3.12,4.12,4.12,3.12,3.15
29,72,5.6,0,3.12,3.12,3.15,4.6,4.6,3.12,4.12,4.12,4.6,4.6,3.15,3.12,4.6,4.12,3.12,4.6,4.12,3.15,4.12,4.6,3.15,3.12,3.12,3.15
33,70,5.1,0,4.6,3.15,3.15,4.6,4.6,4.12,3.12,4.12,4.6,3.15,3.15,4.12,3.12,4.6,4.6,3.12,4.12,4.12,4.12,3.12,4.6,4.12,4.6,3.15
27,81,4.11,0,5.6,4.12,3.15,4.12,5.6,4.12,3.15,4.12,5.6,3.15,5.6,4.12,5.6,4.12,3.15,4.8,3.15,4.8,3.15,5.6,4.8,4.12,5.6,4.12
26,68,4.8,0,4.6,4.12,4.6,3.12,4.6,4.6,3.15,3.15,3.15,3.12,4.6,3.15,4.12,3.15,3.15,3.12,4.12,3.12,4.6,4.6,4.12,3.15,4.6,4.6
38,84,5.7,0,3.12,3.12,3.15,3.12,3.12,3.12,4.12,4.12,4.12,3.12,3.15,3.15,3.15,4.12,3.15,3.12,3.12,3.12,3.15,3.12,4.6,3.15,3.12,4.6
25,74,5,0,4.12,5.6,4.8,5.6,4.12,4.8,4.8,4.12,4.8,5.6,5.6,4.12,3.15,4.8,5.6,5.6,4.8,4.12,4.8,4.8,3.15,4.12,3.15,5.6
31,71,5.2,0,3.15,5.6,4.12,3.15,3.15,5.6,3.15,4.12,5.6,5.6,4.8,3.15,4.8,5.6,4.12,4.12,5.6,3.15,4.12,4.8,4.8,3.15,5.6,4.8
37,64,5.7,1,4.6,3.12,3.12,4.12,4.6,4.12,4.12,4.12,4.12,3.15,4.12,4.12,3.12,4.6,4.12,4.6,3.15,3.15,4.12,3.12,3.15,4.12,3.15,3.12
22,86,5.4,0,3.12,4.12,4.6,4.12,3.15,3.15,4.6,3.15,3.12,3.12,4.12,3.15,3.12,3.12,4.12,4.12,3.15,3.12,4.6,4.6,3.12,3.15,3.15,4.12
21,72,5.7,0,3.12,3.12,3.12,4.6,3.15,4.12,3.15,3.15,4.12,3.12,4.6,3.12,3.15,3.12,4.12,3.15,4.12,3.15,3.15,4.12,4.12,3.12,3.12,4.6
24,55,5.12,1,3.12,4.12,4.12,3.15,3.12,3.12,3.15,4.6,3.15,3.12,3.15,3.12,4.12,4.12,3.12,4.6,4.6,3.15,3.15,3.12,3.12,3.12,4.6,4.6
26,74,5.12,0,4.6,4.6,3.15,4.12,4.12,3.12,3.12,3.15,3.12,4.12,3.12,3.15,4.6,3.15,3.12,4.12,3.12,4.6,3.15,4.12,4.6,3.15,4.12,4.12
33,51,4.9,1,4.12,5.6,4.12,5.6,4.12,4.12,4.8,3.15,4.12,3.15,4.12,3.15,4.12,5.6,3.15,5.6,4.12,4.8,4.8,5.6,4.8,3.15,4.12,5.6
29,72,4.11,0,3.12,4.6,3.15,4.6,4.6,4.12,4.6,3.12,3.15,3.12,4.12,3.12,3.12,3.12,4.6,3.12,4.12,4.6,3.15,3.15,3.15,3.12,4.12,3.15
39,65,5,1,4.12,4.6,3.15,3.12,4.12,4.12,4.6,3.15,3.12,4.12,3.15,3.12,4.12,4.12,3.12,4.12,4.6,3.12,3.12,3.12,4.6,3.12,4.6,4.6
31,50,5.1,1,3.15,3.12,4.6,3.12,3.12,4.6,3.15,4.12,4.6,4.12,4.6,4.12,3.12,3.15,4.6,4.12,3.15,3.15,4.6,3.12,3.15,4.12,4.12,4.12
33,53,4.7,1,4.6,4.6,4.6,3.12,4.12,3.12,3.15,4.6,3.15,4.12,4.12,4.6,3.15,4.12,4.6,4.12,4.12,4.6,4.12,3.15,4.12,4.6,3.15,4.6
27,79,5.1,0,4.6,4.6,4.6,4.6,3.12,3.12,3.12,3.15,4.12,4.6,4.6,3.12,3.12,3.15,3.15,3.15,3.15,4.6,4.6,4.6,3.12,3.12,4.6,3.15
40,78,4.1,0,4.8,4.8,4.8,4.12,3.15,5.6,3.15,4.12,4.8,3.15,5.6,5.6,5.6,5.6,3.15,4.12,5.6,4.12,4.12,4.12,3.15,5.6,4.8,4.8
19,60,4.7,1,4.8,4.12,5.6,3.15,4.8,4.8,4.12,5.6,3.15,4.8,4.8,3.15,3.15,4.8,5.6,3.15,4.12,5.6,5.6,4.8,4.12,3.15,4.8,4.12
37,76,4.5,0,3.15,4.6,3.12,4.6,4.6,4.6,4.12,3.12,4.6,3.15,4.6,3.15,4.12,3.12,3.15,3.15,4.12,3.12,3.15,3.15,3.15,3.15,3.15,3.12
28,59,5.12,1,4.12,3.15,3.15,3.12,4.6,4.12,3.15,3.12,4.12,3.15,4.6,3.12,4.6,3.12,4.12,4.12,3.12,3.15,4.6,4.6,4.6,3.12,4.12,4.6
29,71,5,0,3.15,4.12,3.15,3.12,4.12,3.15,4.6,4.12,4.6,3.15,3.15,4.6,3.15,4.6,4.6,4.6,3.12,4.6,4.6,3.12,3.15,4.6,3.15,3.15
34,77,5.2,0,4.6,3.15,4.12,3.12,4.12,3.12,3.15,3.15,3.12,3.12,3.15,3.12,4.12,4.12,3.15,3.12,4.12,4.6,4.12,3.12,4.6,3.12,3.15,4.6
24,68,5.4,0,4.8,5.6,4.12,4.8,3.15,5.6,5.6,4.12,4.8,4.8,3.15,4.12,4.8,5.6,4.12,5.6,3.15,4.8,5.6,4.8,5.6,4.12,4.12,4.12
39,92,5.12,0,4.8,4.12,3.15,4.12,3.15,5.6,4.8,4.8,4.12,5.6,4.8,4.12,5.6,5.6,3.15,4.8,3.15,4.12,5.6,4.8,5.6,4.12,4.8,5.6
37,61,5.12,1,4.8,5.6,3.15,5.6,3.15,4.12,4.12,4.8,4.8,3.15,5.6,3.15,4.8,4.12,4.8,4.12,4.12,3.15,4.8,3.15,4.8,3.15,4.12,4.8
22,90,5.4,0,3.15,4.6,3.12,4.12,3.15,4.6,3.12,3.15,4.6,3.12,4.12,4.12,4.6,4.12,4.6,3.15,4.6,4.6,3.12,3.15,3.15,4.12,4.6,4.6
38,57,5.4,1,4.6,3.12,4.6,3.12,4.6,4.12,3.15,3.15,3.12,3.15,3.15,3.12,3.12,4.6,4.12,4.12,4.6,3.15,3.15,3.12,3.15,3.12,3.12,3.12
40,51,4.12,1,4.12,4.6,4.6,4.12,3.12,4.6,3.12,4.12,3.12,4.6,4.6,4.12,4.12,4.12,4.6,3.12,4.12,3.12,3.12,4.6,4.12,4.12,3.12,3.15
24,66,4.11,0,4.6,3.12,4.12,3.12,3.15,4.12,3.12,3.12,3.12,4.12,3.12,3.12,4.6,3.12,4.12,3.12,3.15,3.12,4.12,3.12,3.15,3.12,3.12,3.15
25,51,5.6,1,5.6,4.12,4.8,4.8,3.15,4.8,4.8,4.12,4.8,4.12,4.12,5.6,5.6,5.6,4.12,3.15,4.8,5.6,4.12,5.6,5.6,5.6,4.12,3.15
24,77,5.6,0,4.12,3.15,5.6,4.8,5.6,5.6,4.12,5.6,4.12,4.8,4.12,4.8,5.6,4.12,5.6,3.15,4.12,4.12,5.6,5.6,5.6,4.8,4.12,4.12
23,52,5.1,1,3.12,4.6,4.12,4.12,4.12,4.6,4.6,3.15,3.12,3.15,3.15,4.6,4.6,3.15,3.15,4.12,3.12,3.15,4.6,4.6,3.15,4.6,3.15,4.6
34,100,5.1,0,3.12,3.12,3.15,4.12,3.12,4.12,3.15,4.12,4.6,3.15,4.12,3.15,3.15,4.12,4.6,4.12,4.12,4.6,3.15,3.15,3.15,3.15,4.12,4.6
38,71,4.8,0,5.6,4.12,3.15,4.8,5.6,4.12,3.15,4.12,3.15,5.6,5.6,3.15,3.15,4.8,4.12,4.12,3.15,4.12,3.15,5.6,4.12,3.15,3.15,4.8
32,65,5.8,1,4.6,4.6,3.15,3.15,3.15,4.6,4.12,4.6,3.12,3.12,3.15,4.6,4.6,3.15,4.6,4.6,4.12,4.6,3.15,4.6,4.6,4.6,4.6,4.12
32,99,4.12,0,3.12,4.12,4.12,4.6,3.12,3.15,4.12,4.6,4.12,3.12,4.12,3.15,4.6,4.12,4.12,4.6,3.15,4.6,4.6,4.12,3.12,3.15,4.6,4.12
20,90,5.7,0,3.15,4.6,3.12,3.12,4.6,4.6,4.6,4.6,4.12,3.12,4.6,4.12,3.15,4.6,4.12,4.12,3.12,4.12,4.6,3.12,4.6,4.12,3.15,4.6
19,89,4.9,0,4.12,4.12,4.6,4.6,3.15,4.12,3.15,3.12,3.15,4.12,3.12,4.6,4.6,3.12,3.15,3.12,3.15,4.12,4.12,4.12,3.15,4.6,4.6,4.6
34,73,4.11,0,4.6,3.15,4.12,4.12,4.12,3.15,4.12,4.6,3.15,4.6,4.12,4.6,3.15,4.12,3.15,4.6,4.12,4.6,4.6,4.6,3.12,4.6,3.15,4.12
18,77,5.3,0,3.12,4.6,3.12,4.6,4.12,4.12,3.12,4.12,3.15,3.15,4.6,3.12,3.12,4.6,3.12,3.15,3.15,3.15,3.12,4.12,3.12,3.12,3.12,3.15
27,56,4.9,1,4.12,3.15,3.12,3.12,3.12,4.6,3.12,4.12,3.15,4.12,3.12,3.15,3.12,3.15,3.12,4.6,4.12,3.15,4.12,4.6,4.6,3.15,3.15,3.15
39,94,5.4,0,4.12,4.12,4.12,3.15,4.12,4.12,4.6,3.12,3.12,3.12,3.15,3.15,3.15,3.12,3.12,3.15,4.6,4.6,4.6,4.12,3.15,3.15,4.12,3.12
35,76,5.8,0,3.12,4.12,3.12,3.12,3.15,3.12,4.6,4.6,3.15,4.12,3.15,3.12,4.6,3.12,3.12,4.6,4.12,3.15,4.12,4.6,4.12,3.12,3.12,4.6
23,88,5.7,0,4.12,4.6,4.6,4.12,3.12,4.6,3.12,3.15,4.12,3.12,4.6,4.12,3.12,4.12,4.12,3.12,4.6,3.12,3.12,4.6,4.12,4.12,4.6,3.15
32,76,4.9,0,3.15,3.15,3.15,4.6,4.12,3.15,4.12,4.12,4.12,3.15,3.15,3.12,4.6,4.12,3.15,4.12,4.6,3.15,4.12,4.6,4.12,3.12,3.12,3.15
30,56,5.5,1,4.6,4.12,4.6,4.12,3.15,3.15,3.12,3.12,3.15,4.6,4.6,4.12,3.12,4.6,3.15,3.15,3.15,3.12,3.15,4.12,3.12,4.12,3.12,4.12
27,65,4.7,1,4.8,4.8,5.6,4.12,4.8,4.12,3.15,4.12,3.15,4.8,5.6,4.12,4.8,4.8,4.8,4.8,3.15,4.12,3.15,4.12,4.12,4.12,4.12,4.12
26,57,4.8,1,4.12,3.15,4.12,4.6,4.12,3.12,4.12,4.12,3.15,3.15,3.12,4.6,4.12,3.12,4.6,4.6,4.6,3.15,3.12,4.6,4.12,4.6,4.12,4.6
36,85,5,0,4.6,4.12,3.12,4.6,4.12,3.12,3.12,4.6,3.12,4.6,3.15,4.12,4.12,4.6,4.6,3.15,4.12,3.12,3.15,4.12,3.15,4.12,4.12,3.12
25,59,5,1,3.12,3.15,4.6,4.6,3.12,3.15,3.12,3.15,4.12,4.6,3.12,4.6,4.6,3.12,3.15,4.12,4.6,4.12,3.12,3.12,4.12,4.6,3.15,4.12
25,73,4.7,0,5.6,3.15,5.6,4.8,4.8,3.15,4.12,5.6,3.15,3.15,5.6,4.8,4.12,5.6,4.12,4.12,5.6,4.8,4.8,4.8,5.6,4.8,3.15,4.12
38,92,5.5,0,4.12,3.12,3.12,4.12,4.12,3.15,4.6,3.12,4.12,3.15,3.15,4.6,3.15,4.6,4.12,4.6,4.12,3.15,3.12,4.6,3.15,4.6,3.15,3.15
40,85,5.9,0,4.12,3.12,4.12,3.12,3.12,3.12,4.6,3.15,3.12,3.12,4.6,3.15,4.6,4.6,3.15,4.12,4.6,3.15,3.12,4.12,4.12,3.15,4.6,4.12
30,72,5.3,0,3.15,3.15,3.15,4.8,4.8,3.15,4.12,5.6,4.12,5.6,4.12,3.15,4.12,3.15,4.12,5.6,4.12,4.12,4.8,4.12,5.6,3.15,4.8,5.6
33,62,5.1,1,3.12,3.15,3.12,4.6,3.15,3.15,4.12,3.12,3.15,4.6,3.15,3.15,4.12,4.6,3.15,4.6,3.15,3.12,4.12,3.15,3.15,3.15,3.15,3.12
20,65,4.9,1,4.6,4.12,4.12,3.15,3.12,4.6,4.6,4.6,3.15,3.15,4.12,3.12,4.6,4.12,3.15,4.12,4.6,4.6,3.12,3.12,3.15,3.12,3.12,4.6
28,87,4.8,0,4.12,3.12,4.6,4.12,3.12,4.6,3.15,4.6,4.12,4.12,3.15,3.12,3.12,3.12,4.6,3.15,3.15,4.12,4.6,4.12,3.15,3.12,4.6,3.15
26,67,4.6,0,5.6,4.12,4.12,5.6,4.12,4.12,5.6,4.12,4.8,4.12,4.8,4.8,3.15,5.6,4.8,5.6,5.6,5.6,3.15,3.15,3.15,4.8,4.8,3.15
27,52,4.5,1,3.12,3.12,3.15,4.12,3.12,4.12,4.12,4.12,3.15,4.12,3.12,3.15,4.12,4.6,4.12,4.12,4.12,4.6,3.12,3.15,3.12,3.15,4.12,4.6
39,89,5.5,0,5.6,3.15,4.8,4.8,4.12,3.15,3.15,4.8,4.8,4.8,4.12,3.15,3.15,4.8,3.15,5.6,3.15,5.6,4.12,4.8,5.6,3.15,5.6,3.15
40,94,5,0,3.15,3.15,3.15,4.6,4.6,4.6,4.12,3.12,3.12,3.15,4.12,4.6,3.12,4.6,3.15,4.12,3.12,4.12,3.15,3.12,3.15,4.6,4.12,3.15
25,97,5.9,0,3.12,3.12,3.12,3.12,3.12,4.6,3.15,3.12,3.15,3.15,4.12,4.6,4.6,3.15,4.6,4.12,4.12,3.12,3.15,3.12,3.12,4.6,4.12,4.6
21,60,5.2,1,3.15,4.12,4.6,3.12,4.6,3.15,3.12,3.15,3.15,3.12,4.6,4.6,3.15,3.15,3.15,3.15,4.6,3.15,4.12,3.12,3.15,4.6,4.6,4.12
36,62,4.11,1,4.12,3.15,3.12,4.6,3.12,3.15,4.6,4.12,3.15,3.12,3.15,4.6,4.6,3.12,3.12,3.12,4.6,3.15,4.6,3.15,3.12,4.6,4.6,3.12
28,97,4.6,0,3.15,4.6,4.12,4.12,3.15,3.15,3.12,4.6,4.6,4.12,4.6,4.12,4.12,3.15,4.6,4.12,3.12,3.15,4.12,3.15,3.15,4.12,4.6,4.12
24,95,5.1,0,4.6,4.6,3.15,4.12,3.15,4.6,4.6,4.12,3.15,4.6,3.12,4.6,3.12,3.12,3.12,4.12,4.6,4.6,4.6,3.15,4.6,4.6,4.6,4.12
19,92,5.11,0,4.6,4.12,3.15,3.15,4.12,4.12,4.6,3.15,4.6,4.12,4.6,4.6,4.12,4.6,3.12,4.6,3.12,3.12,3.12,3.15,4.6,4.6,4.12,3.12
25,59,4.8,1,4.6,3.15,3.15,3.12,3.12,3.12,4.12,3.12,4.6,4.12,4.6,3.12,3.12,4.6,4.6,4.6,3.12,3.15,4.6,3.15,4.6,3.12,4.12,3.12
36,53,4.7,1,4.6,3.12,3.12,4.6,4.6,3.12,4.6,4.6,4.6,4.12,3.15,4.6,3.15,4.6,4.12,4.6,3.15,3.12,4.6,3.15,3.12,4.6,3.15,3.12
27,70,4.12,0,3.12,3.15,3.15,4.6,3.12,4.12,3.12,3.12,4.6,3.15,3.15,4.12,3.12,4.12,3.15,4.12,4.12,3.12,4.6,3.15,3.12,4.12,4.6,4.12
18,63,4.7,1,4.8,3.15,5.6,5.6,4.12,5.6,3.15,4.12,3.15,5.6,5.6,3.15,4.8,4.12,5.6,4.12,4.12,3.15,4.12,3.15,4.8,3.15,4.12,4.8
22,67,5.6,0,4.12,3.12,4.6,3.12,4.6,4.12,4.6,4.6,4.6,3.12,4.6,4.6,4.6,4.6,3.15,4.12,4.12,3.12,3.12,4.6,3.15,4.6,3.15,3.12
21,73,4.1,0,3.12,3.12,4.6,3.12,4.6,4.12,3.12,3.15,3.12,3.12,3.15,3.12,4.12,3.15,4.6,3.15,3.15,3.15,4.6,4.12,4.6,3.12,4.12,3.12
30,80,5.1,0,4.6,4.12,3.12,4.12,3.12,3.12,4.12,3.12,3.15,4.12,4.6,4.12,4.12,4.6,3.15,4.12,4.6,3.12,4.12,4.12,4.6,4.12,3.12,4.6
26,68,5.5,0,4.8,4.8,3.15,4.12,4.8,4.12,5.6,3.15,5.6,4.8,4.8,5.6,4.8,4.8,5.6,3.15,5.6,4.12,5.6,4.8,3.15,5.6,5.6,5.6
21,85,5,0,4.12,3.15,4.8,3.15,4.8,4.8,3.15,5.6,4.8,4.8,4.12,5.6,5.6,5.6,4.12,3.15,4.8,4.12,3.15,3.15,4.12,5.6,3.15,4.8
21,93,5.4,0,5.6,4.8,4.8,5.6,4.12,3.15,4.8,4.12,3.15,3.15,5.6,4.8,4.8,4.8,5.6,3.15,4.8,4.12,4.12,4.8,5.6,4.8,4.12,3.15
25,70,5.11,0,4.12,3.15,4.6,3.15,3.15,3.15,4.6,4.6,4.6,4.6,4.12,4.12,4.6,4.6,4.12,4.12,4.6,3.15,3.15,3.15,4.12,4.12,3.15,3.12
32,55,5.1,1,3.15,4.8,5.6,3.15,3.15,4.12,4.12,5.6,4.12,4.8,4.8,4.12,4.12,5.6,4.12,3.15,4.12,3.15,4.8,5.6,5.6,4.12,4.8,5.6
38,54,4.11,1,4.8,4.8,3.15,4.12,5.6,4.8,5.6,4.12,4.12,5.6,5.6,4.8,3.15,4.8,5.6,5.6,4.12,5.6,5.6,5.6,3.15,4.8,4.12,5.6
